Name,Nation,Position,Club,Age,GK Rating,DL Rating,DC Rating,DR Rating,DM Rating,ML Rating,MC Rating,MR Rating,AML Rating,AMC Rating,AMR Rating,FS Rating,TS Rating,Unique ID,Вибір
"Mendy, Nampalys",Сенегал / Франция,DM,RC Lens,31,35.24%,63.16%,55.01%,63.16%,75.79%,59.48%,75.54%,59.48%,59.48%,54.97%,59.48%,57.12%,54.00%,85010871,0
"Irvine, Jackson",Австралия / Шотландия,"DM, AM C",St. Pauli,30,33.53%,62.07%,72.06%,73.99%,75.79%,70.98%,74.98%,70.98%,69.87%,65.78%,69.87%,59.25%,61.99%,61041668,0
Ramiro,Бразилия / Италия,"DM, AM RC",CEC,30,34.28%,62.11%,52.96%,75.79%,71.92%,59.46%,73.41%,73.81%,59.46%,54.35%,72.90%,58.55%,54.52%,19196788,0
"Ghoddos, Saman",Иран / Швеция,AM RLC,Brentford,29,31.91%,65.20%,46.81%,55.09%,54.06%,73.72%,69.21%,73.72%,75.78%,72.22%,75.49%,72.40%,67.31%,93033389,0
"Saibari, Ismael",Марокко / Бельгия / Испания,"AM RLC, F C",PSV,22,28.93%,52.19%,45.34%,52.19%,51.66%,74.13%,69.40%,74.13%,75.78%,72.98%,75.49%,74.27%,70.80%,18105831,0
"Rioja, Luis",Испания,AM RL,Alaves,29,34.60%,58.71%,48.33%,58.71%,55.00%,75.52%,57.67%,73.98%,75.78%,66.75%,75.52%,59.33%,53.33%,67196000,0
"Zaza, Simone",Италия,ST,-,32,29.93%,52.53%,53.68%,52.53%,53.94%,57.23%,55.05%,57.23%,57.23%,53.88%,57.23%,72.97%,75.78%,43039794,0
Dhurgham Ismail,Ирак,D/WB/M L,Al-Khalidiya,29,32.30%,75.77%,51.95%,60.62%,56.08%,71.73%,57.21%,57.79%,69.78%,52.09%,57.79%,55.72%,52.43%,23252216,0
"Bajrami, Nedim",Албания / Швейцария / Северная Македония,AM C,Sassuolo,24,32.35%,56.00%,47.26%,56.00%,55.35%,70.03%,73.63%,70.03%,75.77%,74.64%,75.77%,62.58%,57.70%,98038311,0
"Roberts, Patrick",Англия,AM RLC,Sunderland,26,32.74%,53.37%,41.59%,53.37%,51.14%,73.18%,64.70%,73.18%,74.64%,73.59%,75.77%,72.67%,62.91%,28087595,0
"Nguen, Tokmac",Норвегия / Судан / Эфиопия,AM RLC,Ferencvaros,29,32.56%,51.34%,41.18%,51.34%,48.81%,74.31%,62.37%,74.31%,75.76%,72.87%,75.50%,74.51%,64.84%,53061037,0
"Vasquez, Johan Felipe",Мексика,D LC,Genoa,24,35.22%,73.43%,75.76%,59.89%,57.16%,55.40%,55.81%,55.40%,55.40%,50.05%,55.40%,53.65%,56.59%,51067636,0
"Echeverria, Rodrigo",Чили,"D C, DM",Huracan,28,34.73%,62.09%,72.54%,75.76%,73.99%,57.63%,71.46%,57.63%,57.63%,51.38%,57.63%,54.17%,55.91%,75031144,0
"Mota, Dany",Португалия / Люксембург,"AM RLC, F C",Brianza,25,30.44%,55.55%,48.80%,55.55%,54.48%,69.51%,57.13%,69.73%,75.48%,70.86%,75.76%,75.48%,72.54%,43257364,0
"Teuchert, Cedric",Германия,AM/F C,Hannover,26,31.10%,53.73%,48.32%,53.73%,53.11%,70.22%,64.72%,70.22%,71.12%,69.09%,71.88%,75.76%,72.01%,91134066,0
"El Yamiq, Jaouad",Марокко,D C,Al-Wehda,31,31.29%,66.44%,75.75%,70.17%,55.12%,50.75%,52.39%,50.75%,50.75%,44.95%,50.75%,48.36%,53.28%,13175071,0
"Montes, Cesar",Мексика,D C,Almeria,26,35.04%,60.61%,75.75%,60.61%,57.79%,54.69%,55.58%,54.69%,54.69%,50.26%,54.69%,52.25%,54.48%,51055610,0
"Bellegarde, Jean-Ricner",Франция / Гаити,AM RC,Wolves,25,29.92%,57.24%,47.30%,57.24%,67.14%,68.97%,72.71%,69.82%,74.68%,71.37%,75.75%,59.55%,55.35%,48036558,0
"Castro, Nicolas",Аргентина,AM C,Elche,22,33.61%,55.34%,47.46%,55.34%,55.20%,66.74%,70.87%,67.29%,71.84%,75.74%,72.53%,73.08%,66.53%,14204634,0
"Ely, Rodrigo",Бразилия / Италия,D C,GRE,29,35.46%,58.77%,75.74%,58.77%,58.08%,53.76%,56.46%,53.76%,53.76%,49.72%,53.76%,52.72%,55.88%,43080624,0
"Christensen, Oliver",Дания,GK,Fiorentina,24,75.73%,41.76%,46.41%,41.76%,45.99%,43.76%,45.99%,43.76%,43.76%,40.70%,43.76%,41.05%,45.88%,27137069,0
"Travers, Mark",Ирландия,GK,Bournemouth,24,75.73%,42.35%,40.50%,42.35%,44.27%,42.73%,44.41%,42.73%,42.73%,40.09%,42.73%,40.36%,40.51%,52080573,0
"Navarro, Robert",Испания / Страна Басков,AM RLC,Cadiz,21,30.60%,53.66%,42.93%,53.66%,52.27%,69.74%,68.95%,69.26%,75.73%,73.27%,75.13%,59.77%,53.92%,49052213,0
"Smolcic, Hrvoje",Хорватия,D LC,Eintracht Frankfurt,22,31.85%,71.86%,75.73%,70.76%,67.17%,53.37%,54.01%,53.37%,53.37%,47.14%,53.37%,49.97%,55.12%,24057195,0
"Kishna, Ricardo",Голландия / Суринам,AM RLC,-,28,27.65%,48.98%,39.35%,48.98%,48.69%,73.93%,65.29%,73.93%,75.73%,72.83%,75.20%,71.80%,64.58%,37026080,0
"Brizuela, Isaac",Мексика / США,D/AM R,Chivas,32,31.94%,56.66%,45.20%,69.47%,54.19%,66.87%,68.67%,74.28%,72.22%,68.75%,75.73%,58.03%,51.92%,51008521,0
"Cruz, Luismi",Испания,AM RC,Tenerife,22,30.11%,49.74%,36.70%,49.74%,48.71%,72.71%,67.16%,73.93%,73.93%,74.79%,75.73%,72.32%,61.14%,67277819,0
Lucas Piazon,Бразилия / Италия,AM RLC,BRG,29,29.71%,52.34%,43.80%,52.34%,51.76%,75.73%,67.36%,74.28%,75.73%,73.84%,75.20%,74.71%,67.75%,19128545,0
"Barreiro, Leandro",Люксембург / Португалия / Ангола,DM,Mainz 05,23,34.17%,63.95%,57.38%,63.95%,75.69%,71.36%,75.73%,71.36%,65.96%,65.20%,65.96%,57.78%,56.87%,91187556,0
"Martinez, Josef",Венесуэла / США,"AM L, ST",CF Montreal,30,30.08%,49.64%,48.84%,49.64%,51.06%,68.19%,55.11%,59.86%,74.02%,69.38%,59.86%,75.73%,75.49%,14023276,0
"Ramsey, Aaron",Англия,AM LC,Burnley,20,35.17%,56.30%,46.36%,56.30%,54.33%,75.73%,71.87%,74.58%,75.73%,74.29%,68.93%,61.52%,55.04%,28127065,0
"Ayhan, Kaan",Турция / Германия,"D RC, DM",Galatasaray,28,33.75%,58.82%,75.72%,72.43%,73.28%,55.48%,57.20%,55.48%,55.48%,51.62%,55.48%,54.07%,57.84%,91100534,0
"Seoane, Jaime",Испания,"DM, AM C",Oviedo,26,35.71%,60.34%,52.28%,60.34%,71.94%,62.22%,75.72%,62.22%,62.22%,74.04%,62.22%,61.44%,56.00%,67220012,0
Luan Peres,Бразилия,D LC,Fenerbahce,28,32.88%,72.00%,75.72%,58.23%,55.76%,53.52%,54.16%,53.52%,53.52%,48.37%,53.52%,50.86%,55.08%,19215476,0
"Ciss, Pathe",Сенегал,DM,Vallecano,29,34.24%,62.45%,73.01%,62.45%,75.71%,58.00%,74.44%,58.00%,58.00%,54.02%,58.00%,55.72%,57.12%,13181623,0
"Coulibaly, Lassana",Мали,DM,Salernitana,27,33.60%,62.27%,57.47%,62.27%,75.71%,58.70%,75.11%,58.70%,58.70%,64.21%,58.70%,58.40%,58.39%,48036752,0
"Pena, Inaki",Испания,GK,Barcelona,24,75.71%,43.06%,45.14%,43.06%,46.53%,45.34%,46.55%,45.34%,45.34%,44.31%,45.34%,44.47%,46.10%,67221484,0
"Ramos, Chris",Испания,"AM RL, ST",Cadiz,26,29.73%,53.05%,51.12%,53.05%,52.68%,67.30%,55.02%,66.84%,73.08%,54.70%,72.50%,73.72%,75.71%,67264011,0
"Dagba, Colin",Франция / Бенин,D RL,AJ Auxerre,24,33.30%,74.26%,49.31%,75.71%,55.97%,59.62%,57.27%,59.62%,59.62%,54.51%,59.62%,57.30%,52.41%,49034905,0
Lucas,Испания,"D RL, AM R",Oviedo,28,33.22%,74.26%,53.74%,75.71%,56.15%,58.80%,56.18%,71.39%,58.80%,52.65%,72.09%,57.26%,55.77%,67199396,0
"Estupinan, Oscar",Колумбия,ST,BAH,26,31.17%,50.60%,49.06%,50.60%,51.83%,65.05%,54.10%,58.60%,70.33%,55.72%,58.60%,75.71%,75.68%,76040881,0
"Andersson, Joel",Швеция,"D/WB RL, M R",FC Midtjylland,26,29.75%,75.17%,52.44%,75.70%,57.02%,71.32%,68.82%,72.33%,70.03%,53.53%,70.92%,56.27%,53.16%,93048556,0
"Jung, Anthony",Германия / Испания,D LC,SV Werder,31,32.03%,75.70%,71.92%,72.45%,58.20%,69.66%,57.94%,67.71%,64.38%,50.85%,62.82%,54.58%,56.64%,92021650,0
"Knight, Jason",Ирландия,AM C,Bristol City,22,32.56%,61.70%,51.10%,74.49%,71.93%,72.07%,75.70%,74.32%,73.54%,69.39%,74.32%,60.02%,56.98%,29191596,0
"Lauper, Sandro",Швейцария,"D C, DM",Young Boys,26,32.48%,61.22%,70.54%,61.22%,75.43%,69.58%,75.70%,71.59%,69.58%,67.78%,70.68%,69.66%,68.60%,98037853,0
"Okore, Jores",Дания / Кот-д'Ивуар,D C,-,30,31.74%,65.53%,75.70%,68.87%,64.85%,49.60%,51.38%,49.60%,49.60%,44.00%,49.60%,55.99%,61.04%,27024000,0
"van den Boomen, Branco",Голландия,"DM, AM C",Ajax,27,31.16%,58.09%,53.49%,58.09%,71.58%,61.57%,75.69%,61.57%,61.57%,71.57%,61.57%,59.83%,58.22%,37039831,0
"Hadebe, Teenage",Зимбабве,D LC,Konyaspor,27,32.98%,72.95%,75.69%,59.50%,57.70%,53.81%,55.83%,53.81%,53.81%,50.40%,53.81%,53.47%,55.01%,13148160,0
"Maglica, Matej",Хорватия,D C,Darmstadt 98,24,27.85%,65.90%,75.69%,55.28%,63.06%,48.62%,50.56%,48.62%,48.62%,42.86%,48.62%,53.56%,61.31%,91202818,0
"Yates, Ryan",Англия,DM,Nottm Forest,25,34.82%,62.79%,73.01%,62.79%,75.48%,60.25%,75.69%,71.83%,60.25%,65.73%,66.50%,58.28%,60.23%,29136230,0
"Millot, Enzo",Франция / Мартиника,AM RC,VfB Stuttgart,20,33.42%,58.11%,47.11%,58.11%,67.99%,74.53%,73.25%,74.53%,75.33%,74.73%,75.69%,60.84%,53.56%,49048469,0
"Ekitike, Hugo",Франция / Камерун,"AM R, ST",Eintracht Frankfurt,21,29.25%,53.82%,50.65%,53.82%,53.24%,71.22%,55.42%,72.13%,72.90%,67.64%,73.57%,75.68%,75.57%,49062667,0
"Thomas, Luke",Англия,D/WB L,Middlesbrough,22,33.33%,75.68%,62.02%,60.55%,66.91%,69.70%,67.14%,57.73%,64.42%,52.81%,57.73%,56.11%,53.75%,28117365,0
"Asllani, Kristjan",Албания / Италия,"DM, AM C",Inter,21,34.61%,59.91%,51.13%,59.91%,73.49%,61.35%,75.68%,61.35%,61.35%,71.31%,61.35%,60.59%,56.37%,43424567,0
"Richards, Omar",Англия / Ямайка,D/WB L,Olympiacos,25,33.15%,75.68%,48.62%,60.54%,56.25%,71.54%,57.46%,58.62%,69.89%,53.81%,58.62%,56.74%,51.14%,29165729,0
"Oxford, Reece",Англия / Ямайка,"D C, DM",Augsburg,24,31.52%,57.47%,75.68%,69.39%,68.85%,52.87%,64.96%,52.87%,52.87%,48.12%,52.87%,50.47%,54.52%,28101903,0
"Gorenc Stankovic, Jon",Словения,"D C, DM",SK Sturm Graz,27,33.21%,58.91%,75.68%,58.91%,72.09%,55.91%,68.17%,55.91%,55.91%,51.22%,55.91%,54.25%,58.17%,62123746,0
Nico Lopez,Уругвай,"AM RLC, F C",Leon,29,30.30%,51.51%,40.86%,51.51%,50.11%,73.09%,66.86%,73.09%,74.86%,72.03%,75.68%,75.54%,67.97%,78043711,0
"Whittaker, Morgan",Англия,"AM RC, F C",Plymouth,22,29.22%,51.36%,43.32%,51.36%,50.96%,71.60%,54.75%,72.51%,73.29%,72.03%,75.07%,75.67%,71.71%,29191598,0
"Zinckernagel, Philip",Дания,AM RLC,Club Brugge,28,28.68%,55.25%,45.15%,55.25%,53.52%,74.68%,70.05%,74.68%,75.67%,72.36%,75.36%,73.25%,67.39%,27045629,0
"Arokodare, Toluwalase",Нигерия,ST,KRC Genk,22,32.58%,53.84%,57.17%,53.84%,54.96%,55.90%,62.89%,55.90%,59.64%,61.07%,59.64%,69.37%,75.67%,47102376,0
"Guillamon, Hugo",Испания / Страна Басков,"D C, DM",Valencia,23,36.28%,62.16%,71.63%,62.16%,75.67%,60.10%,73.80%,60.10%,60.10%,55.99%,60.10%,58.65%,57.79%,67258817,0
"Preciado, Harold",Колумбия,"AM RL, ST",Santos Laguna,29,34.10%,55.98%,53.82%,55.98%,55.82%,67.80%,57.02%,68.06%,73.51%,56.64%,73.83%,75.66%,74.50%,76037139,0
"Nsame, Jean-Pierre",Камерун / Франция,ST,Como,30,28.84%,51.46%,50.99%,51.46%,51.82%,62.99%,53.03%,64.28%,68.04%,53.55%,69.64%,73.60%,75.66%,85084594,0
"Kastanos, Grigoris",Кипр,AM RC,Salernitana,25,32.19%,58.45%,47.40%,58.45%,68.11%,72.94%,74.84%,75.65%,74.28%,73.01%,75.65%,59.73%,53.51%,26030142,0
"Holm, Emil",Швеция,D/WB/M R,Atalanta,23,32.78%,72.15%,68.61%,75.65%,56.76%,72.24%,57.57%,73.27%,66.72%,52.79%,71.85%,56.11%,57.62%,93085044,0
"Timber, Quinten",Голландия / Нидерландские Антилы,"D C, DM, AM C",Feyenoord,22,35.71%,61.09%,67.26%,73.76%,74.67%,61.26%,75.65%,73.03%,61.26%,71.53%,67.61%,60.09%,57.93%,37060952,0
"Berisha, Veton",Норвегия / Албания / Косово,ST,Molde,29,31.02%,58.26%,53.63%,58.26%,56.44%,71.84%,58.23%,71.84%,73.54%,66.91%,72.76%,75.65%,74.28%,164074,0
"Stephens, Jack",Англия,"D C, DM",Southampton,29,31.91%,60.20%,75.65%,73.46%,71.44%,56.75%,67.82%,67.65%,56.75%,52.81%,62.64%,54.08%,55.85%,29071914,0
"Escobar, Juan",Парагвай,D RC,Toluca,28,36.54%,61.70%,75.14%,75.65%,71.47%,56.48%,58.28%,56.48%,56.48%,52.40%,56.48%,55.66%,56.19%,79025853,0
"Holse, Carlo",Дания,AM RLC,Samsunspor,24,31.32%,54.46%,45.38%,54.46%,53.36%,75.12%,70.23%,75.65%,75.12%,70.61%,75.12%,71.80%,66.42%,27132704,0
"Palmer, Alex",Англия,GK,West Brom,26,75.65%,40.23%,40.08%,40.23%,43.27%,42.53%,43.48%,42.53%,42.53%,40.43%,42.53%,42.33%,43.96%,28096363,0
"Ideguchi, Yosuke",Япония,DM,Fukuoka,26,33.66%,63.02%,57.69%,63.02%,75.40%,61.08%,75.65%,61.08%,61.08%,67.62%,61.08%,59.46%,57.46%,45081542,0
"Onana, Amadou",Бельгия / Сенегал,DM,Everton,21,35.15%,63.33%,74.54%,63.33%,75.30%,61.34%,75.65%,61.34%,61.34%,69.47%,61.34%,60.35%,60.22%,91207274,0
"Richardson, Amir",Марокко / Франция / США,DM,Reims,21,34.53%,60.63%,61.03%,60.63%,74.62%,60.37%,75.65%,60.37%,60.37%,57.83%,60.37%,60.64%,61.64%,2000108547,0
"Saltnes, Ulrik",Норвегия,"D C, DM, AM C",Bodo/Glimt,30,33.15%,60.95%,70.27%,60.95%,74.14%,60.22%,75.65%,60.22%,60.22%,68.13%,60.22%,71.41%,72.12%,53060905,0
"Pitta, Isidro",Парагвай,ST,CUI,23,31.66%,56.29%,54.92%,56.29%,56.77%,65.00%,57.12%,65.00%,70.33%,66.11%,70.33%,73.84%,75.64%,79033532,0
Adryelson,Бразилия,D C,OL,25,34.19%,61.64%,75.64%,61.64%,58.32%,56.58%,56.95%,56.58%,56.58%,50.58%,56.58%,53.51%,56.49%,19250021,0
"Avdijaj, Donis",Косово / Германия / Албания,"AM RLC, F C",TSV Hartberg,26,28.99%,51.30%,43.22%,51.30%,50.35%,72.14%,66.55%,72.14%,75.64%,72.65%,74.51%,73.66%,67.82%,91119626,0
Andre Silva,Бразилия,"AM RL, ST",VTSC,26,30.89%,53.16%,48.10%,53.16%,52.97%,68.43%,55.79%,72.29%,74.31%,67.53%,73.72%,75.64%,73.32%,19264972,0
"Esposito, Sebastiano",Италия,AM/F C,Sampdoria,21,28.88%,49.71%,45.43%,49.71%,51.68%,67.39%,55.45%,67.39%,72.91%,72.90%,72.91%,75.64%,73.53%,43425069,0
"Diaw, Mory",Сенегал / Франция,GK,Clermont,30,75.64%,40.72%,42.15%,40.72%,45.44%,45.70%,46.46%,45.70%,45.70%,44.02%,45.70%,44.31%,47.16%,85057316,0
"Horvath, Sascha",Австрия,AM C,LASK,26,32.94%,55.38%,42.86%,55.38%,62.49%,75.63%,71.67%,74.83%,75.63%,73.90%,74.83%,74.06%,63.12%,16093911,0
"Diop, Issa",Франция / Сенегал / Марокко,D C,Fulham,26,34.65%,58.46%,75.63%,58.46%,55.85%,52.70%,53.84%,52.70%,52.70%,47.31%,52.70%,51.37%,56.08%,85140415,0
Pep Biel,Испания,"AM RLC, F C",Augsburg,26,29.21%,52.98%,40.93%,52.98%,51.60%,71.10%,67.14%,72.92%,75.32%,73.39%,75.63%,74.63%,66.35%,67245506,0
"Brereton Diaz, Ben",Чили / Англия,"AM RL, ST",Sheff Utd,24,28.19%,53.11%,47.52%,53.11%,53.16%,72.86%,55.30%,66.91%,73.97%,66.11%,72.55%,75.63%,75.14%,29159400,0
"K?l?csoy, Semih",Турция,"AM RL, ST",Besiktas,17,27.38%,49.16%,43.68%,49.16%,49.95%,65.52%,53.51%,65.52%,71.03%,55.81%,71.03%,75.63%,71.94%,2000154217,0
"Hara, Taichi",Япония,ST,Kyoto,24,29.36%,52.86%,50.94%,52.86%,54.23%,64.46%,56.46%,66.07%,69.48%,64.75%,71.48%,74.99%,75.63%,45107600,0
"Krafth, Emil",Швеция,D/WB R,Newcastle,28,33.60%,71.00%,68.33%,75.62%,56.99%,59.29%,57.86%,71.59%,59.29%,53.33%,67.25%,55.59%,56.06%,93031462,0
Vitor Hugo,Бразилия,D C,Panathinaikos,32,29.67%,58.13%,75.62%,58.13%,55.73%,52.57%,53.40%,52.57%,52.57%,47.49%,52.57%,50.51%,54.98%,19144097,0
"Bermejo, Sergio",Испания,AM RC,Elche,25,32.65%,54.57%,43.07%,54.57%,51.75%,72.12%,68.20%,73.82%,73.45%,73.11%,75.62%,59.50%,51.17%,67219330,0
"Sulemana, Kamaldeen",Гана,AM RL,Southampton,21,30.20%,49.89%,39.09%,49.89%,47.83%,73.82%,53.01%,73.45%,75.62%,71.48%,74.49%,74.22%,63.54%,29244869,0
"Rohl, Merlin",Германия,"DM, AM C",SC Freiburg,21,32.94%,71.93%,65.84%,73.07%,72.32%,74.91%,75.62%,74.91%,74.91%,71.23%,74.91%,74.23%,71.83%,91204520,0
"Thomasson, Adrien",Франция / Хорватия,AM RLC,RC Lens,29,31.71%,59.77%,52.10%,59.77%,57.77%,74.14%,73.36%,74.14%,75.62%,71.55%,75.62%,60.71%,58.55%,85128018,0
"Rusnak, Albert",Словакия / США,AM LC,Seattle,29,31.07%,56.13%,47.32%,56.13%,64.53%,74.69%,70.49%,72.63%,75.61%,72.87%,74.34%,73.52%,66.96%,28059811,0
"Alvarez, Agustin",Уругвай,ST,Sampdoria,22,29.63%,49.41%,44.32%,49.41%,50.02%,58.17%,53.32%,58.17%,58.17%,56.31%,58.17%,75.61%,72.29%,78096872,0
"Tannane, Oussama",Марокко / Голландия,AM RC,Umm-Salal,29,30.81%,50.87%,44.29%,50.87%,51.44%,68.30%,66.34%,73.95%,73.95%,74.32%,75.61%,74.18%,67.68%,37041759,0
"Bonny, Yoan",Франция,ST,Parma,19,33.60%,55.98%,53.04%,55.98%,56.00%,66.51%,57.88%,65.71%,71.90%,66.04%,70.90%,75.18%,75.60%,49061476,0
"Agirrezabala, Julen",Испания / Страна Басков,GK,A. Bilbao,22,75.60%,41.47%,43.35%,41.47%,42.96%,42.86%,44.12%,42.86%,42.86%,40.72%,42.86%,40.65%,41.06%,67277830,0
"Carlgren, Patrik",Швеция,GK,Randers FC,31,75.60%,38.18%,40.30%,38.18%,41.35%,37.10%,39.62%,37.10%,37.10%,34.28%,37.10%,35.25%,38.61%,93015023,0
"Clarke, Harry",Англия,D RC,Ipswich,22,31.38%,60.48%,70.27%,75.60%,68.04%,54.91%,66.35%,54.91%,54.91%,47.73%,54.91%,53.11%,54.35%,28116307,0
"Hoffmann, Andre",Германия,"D C, DM",Dusseldorf,30,33.57%,57.72%,75.60%,68.82%,70.89%,51.30%,65.29%,51.30%,51.30%,46.75%,51.30%,49.08%,53.44%,92014088,0
"Corpas, Jose",Испания,AM RL,Eibar,32,32.03%,56.68%,48.25%,56.68%,54.14%,74.14%,56.95%,75.33%,74.47%,57.12%,75.59%,71.89%,65.10%,67177648,0
Michael,Бразилия,AM RL,Al-Hilal (KSA),27,30.08%,52.84%,40.81%,52.84%,50.69%,73.80%,55.12%,73.80%,75.59%,58.43%,75.06%,72.73%,62.76%,19341245,0
"Zubkov, Oleksandr",Украина,"AM R, ST",Shakhtar,26,32.04%,51.98%,44.33%,51.98%,51.30%,67.47%,55.29%,74.14%,72.58%,68.77%,75.59%,73.92%,69.87%,71081398,0
"Soriano, Juan",Испания,GK,Tenerife,25,75.59%,40.43%,41.38%,40.43%,42.93%,40.60%,41.91%,40.60%,40.60%,37.45%,40.60%,39.12%,41.91%,67193103,0
"Bradley, Conor",Сев. Ирландия,D/WB R,Liverpool,20,33.06%,60.68%,51.12%,75.59%,56.10%,59.98%,57.10%,59.98%,59.98%,54.70%,59.98%,57.39%,52.77%,28127166,0
"Marin, Rafa",Испания,D C,Alaves,21,33.75%,58.27%,75.58%,58.27%,56.17%,52.74%,54.20%,52.74%,52.74%,47.16%,52.74%,51.17%,55.79%,2000051886,0
"Ozkacar, Cenk",Турция,D C,Valencia,22,30.73%,70.91%,75.58%,58.73%,57.03%,53.39%,55.43%,53.39%,53.39%,47.96%,53.39%,51.67%,55.43%,70118933,0
"Stankovic, Filip",Сербия / Италия,GK,Sampdoria,21,75.58%,40.97%,39.88%,40.97%,43.27%,41.12%,42.85%,41.12%,41.12%,39.64%,41.12%,39.53%,39.71%,43425978,0
"Hestad, Eirik",Норвегия,AM RC,Molde,28,32.66%,53.77%,44.20%,53.77%,65.10%,71.20%,71.86%,74.39%,73.25%,72.30%,75.58%,67.97%,61.22%,53075837,0
"Moura, Francisco",Португалия,D/WB/M L,Famalicao,23,31.73%,72.64%,51.20%,58.52%,55.45%,75.58%,57.23%,60.89%,74.31%,56.53%,60.89%,59.48%,55.32%,83206395,0
"Altamirano, Javier",Чили,AM RLC,Estudiantes (LP),23,32.87%,56.71%,45.33%,56.71%,53.98%,73.17%,70.84%,73.17%,75.58%,74.08%,75.58%,61.01%,53.82%,75049643,0
"Selikhov, Alexandr",Россия,GK,Spartak Moscow,29,75.57%,40.65%,44.01%,40.65%,43.92%,39.51%,41.69%,39.51%,39.51%,36.32%,39.51%,38.32%,44.21%,58084835,0
"Rits, Mats",Бельгия,DM,RSC Anderlecht,29,32.33%,57.62%,50.04%,57.62%,71.68%,61.57%,75.57%,61.57%,61.57%,70.59%,61.57%,61.26%,57.68%,18027240,0
"Kalulu, Gedeon",ДР Конго / Франция,D RLC,FC Lorient,25,33.32%,74.12%,67.09%,75.57%,57.03%,58.73%,57.80%,58.73%,58.73%,53.26%,58.73%,55.92%,54.65%,85136397,0
"Pellistri, Facundo",Уругвай / Испания,AM R,Granada,21,31.10%,54.73%,41.55%,54.73%,52.08%,68.57%,56.81%,70.95%,73.77%,67.30%,75.57%,72.76%,64.24%,78095389,0
"Christie, Ryan",Шотландия,"DM, AM RC",Bournemouth,28,33.32%,55.89%,43.37%,55.89%,68.01%,74.50%,72.83%,75.24%,74.88%,72.28%,75.56%,60.37%,54.35%,61042900,0
"Romo, Luis",Мексика,"D C, DM",Monterrey,28,33.35%,61.75%,69.53%,61.75%,75.56%,60.89%,75.19%,60.89%,60.89%,56.40%,60.89%,59.80%,58.70%,51042458,0
"Verschaeren, Yari",Бельгия,AM RLC,RSC Anderlecht,22,33.61%,54.34%,42.47%,54.34%,53.74%,69.61%,70.46%,74.19%,75.56%,73.52%,74.92%,68.96%,60.28%,18105040,0
"Scholz, Alexander",Дания / Германия,D RC,Urawa,30,33.02%,69.16%,75.55%,74.75%,70.15%,58.70%,58.78%,58.70%,58.70%,55.90%,58.70%,58.72%,59.26%,27025428,0
"da Costa, Danny",Германия / Ангола,D/WB R,Mainz 05,29,29.76%,73.48%,67.94%,75.54%,57.07%,57.40%,56.32%,68.43%,57.40%,49.45%,67.37%,54.37%,56.93%,92028423,0
"Daniliuc, Flavius",Австрия / Румыния,D RC,FC RB Salzburg,22,32.07%,73.04%,73.87%,75.54%,69.06%,55.57%,56.84%,55.57%,55.57%,50.01%,55.57%,53.67%,55.68%,91172522,0
"Sheaf, Ben",Англия,"D C, DM",Coventry,25,34.10%,61.41%,70.39%,61.41%,74.64%,59.72%,75.54%,59.72%,59.72%,55.76%,59.72%,57.78%,57.46%,28099986,0
"Romero, Lucas",Аргентина / Италия,DM,CEC,29,36.01%,61.91%,53.36%,75.54%,74.25%,58.56%,74.74%,58.56%,58.56%,54.58%,58.56%,56.28%,52.24%,14047196,0
"Heintz, Dominique",Германия,D LC,1. FC Koln,29,31.42%,72.31%,75.54%,70.01%,68.64%,52.96%,54.86%,52.96%,52.96%,47.77%,52.96%,50.32%,54.36%,92018444,0
"Niakate, Sikou",Мали / Франция,D C,BRG,24,35.29%,74.93%,75.54%,61.40%,58.88%,58.36%,57.18%,58.36%,58.36%,53.08%,58.36%,55.66%,57.57%,49037484,0
"Summerville, Crysencio",Голландия / Суринам,AM RL,Leeds,21,31.53%,51.68%,36.95%,51.68%,48.83%,73.74%,53.69%,74.09%,75.28%,70.59%,75.54%,72.12%,61.55%,37065567,0
"Vadillo, Alvaro",Испания,AM RL,Ferrol,28,31.84%,51.98%,40.52%,51.98%,49.76%,74.09%,54.76%,74.09%,75.28%,58.49%,75.54%,70.62%,61.88%,67140151,0
"Alvarez, Sergio",Испания,DM,Eibar,31,32.47%,61.79%,70.09%,61.79%,75.38%,58.95%,75.54%,58.95%,58.95%,62.62%,58.95%,58.44%,57.20%,67102287,0
"Scally, Joe",США,D/WB RL,Borussia M'gladbach,20,32.38%,74.09%,64.88%,75.54%,56.11%,67.87%,56.00%,68.74%,62.84%,50.03%,63.53%,54.08%,53.45%,72051619,0
"Carmona, Jose Angel",Испания,D RC,Getafe,21,33.86%,68.55%,68.52%,75.54%,64.55%,57.52%,56.65%,68.58%,57.52%,51.42%,63.49%,54.97%,54.16%,2000053930,0
"Mora, Felipe",Чили / США,ST,Portland,29,30.30%,54.50%,49.90%,54.50%,54.10%,59.42%,56.01%,59.42%,59.42%,55.60%,59.42%,75.54%,74.65%,75016346,0
"Baxter, Nathan",Англия,GK,Bolton,24,75.54%,37.40%,38.93%,37.40%,39.76%,36.37%,37.91%,36.37%,36.37%,33.11%,36.37%,33.95%,37.17%,28103586,0
"Okoye, Maduka",Нигерия / Германия,GK,Udinese,23,75.54%,38.51%,44.31%,38.51%,40.69%,38.28%,38.32%,38.28%,38.28%,35.36%,38.28%,37.04%,42.48%,91184334,0
